AYUNTAMIENTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040257C0400,'040257C040002,'04,CAMPECHE,'003,CARMEN,'0257,4,C,0,1,2,,,,,,,,24,46,1,39,5,49,45,24,3,25,36,47,39,,,383,650,,,,,,,,,,,
'040258B0100,'040258B010002,'04,CAMPECHE,'003,CARMEN,'0258,1,B,0,2,2,,,,,,,,17,35,27,32,1,18,32,26,22,8,5,6,2,,,231,711,,,,,,,,,,,
'040258C0100,'040258C010002,'04,CAMPECHE,'003,CARMEN,'0258,1,C,0,2,2,,,,,,,,3,27,2,29,12,32,4,41,46,30,48,36,17,,,327,711,,,,,,,,,,,
'040259B0100,'040259B010002,'04,CAMPECHE,'003,CARMEN,'0259,1,B,0,2,2,,,,,,,,37,16,41,24,15,12,7,48,11,1,46,20,36,,,314,692,,,,,,,,,,,
'040259C0100,'040259C010002,'04,CAMPECHE,'003,CARMEN,'0259,1,C,0,2,2,,,,,,,,9,38,8,2,4,9,12,21,18,30,7,2,41,,,201,692,,,,,,,,,,,
'040260B0100,'040260B010002,'04,CAMPECHE,'003,CARMEN,'0260,1,B,0,2,2,,,,,,,,6,3,15,34,1,20,38,20,2,4,43,23,45,,,254,378,,,,,,,,,,,
'040260C0100,'040260C010002,'04,CAMPECHE,'003,CARMEN,'0260,1,C,0,2,2,,,,,,,,26,20,43,10,34,37,5,37,11,23,39,41,8,,,334,377,,,,,,,,,,,
'040261B0100,'040261B010002,'04,CAMPECHE,'003,CARMEN,'0261,1,B,0,2,2,,,,,,,,34,10,28,10,9,8,34,18,34,21,30,44,41,,,321,633,,,,,,,,,,,
'040261C0100,'040261C010002,'04,CAMPECHE,'003,CARMEN,'0261,1,C,0,2,2,,,,,,,,5,22,25,5,23,11,2,38,39,39,18,32,9,,,268,633,,,,,,,,,,,
'040262B0100,'040262B010002,'04,CAMPECHE,'003,CARMEN,'0262,1,B,0,2,2,,,,,,,,27,19,35,5,26,6,10,16,26,28,2,3,43,,,246,740,,,,,,,,,,,
'040262C0100,'040262C010002,'04,CAMPECHE,'003,CARMEN,'0262,1,C,0,2,2,,,,,,,,42,28,35,33,37,12,5,3,31,43,40,30,15,,,354,739,,,,,,,,,,,
'040262E0100,'040262E010002,'04,CAMPECHE,'003,CARMEN,'0262,1,E,0,2,2,,,,,,,,7,18,47,27,8,44,28,12,4,4,21,14,39,,,273,111,,,,,,,,,,,
'040263B0100,'040263B010002,'04,CAMPECHE,'003,CARMEN,'0263,1,B,0,2,2,,,,,,,,41,48,2,27,20,12,25,32,44,45,11,4,1,,,312,536,,,,,,,,,,,
'040263C0100,'040263C010002,'04,CAMPECHE,'003,CARMEN,'0263,1,C,0,2,2,,,,,,,,10,30,17,29,42,16,39,18,22,8,6,26,43,,,306,536,,,,,,,,,,,
'040264B0100,'040264B010002,'04,CAMPECHE,'003,CARMEN,'0264,1,B,0,2,2,,,,,,,,7,45,45,12,17,30,29,45,26,26,27,5,6,,,320,393,,,,,,,,,,,
'040264E0100,'040264E010002,'04,CAMPECHE,'003,CARMEN,'0264,1,E,0,2,2,,,,,,,,8,36,2,25,23,32,4,8,43,28,15,38,23,,,285,140,,,,,,,,,,,
'040265B0100,'040265B010002,'04,CAMPECHE,'003,CARMEN,'0265,1,B,0,2,2,,,,,,,,40,28,20,2,20,25,36,39,5,21,5,22,6,,,269,746,,,,,,,,,,,
'040265C0100,'040265C010002,'04,CAMPECHE,'003,CARMEN,'0265,1,C,0,2,2,,,,,,,,12,29,7,18,47,6,10,27,15,34,19,22,10,,,256,746,,,,,,,,,,,
'040265C0200,'040265C020002,'04,CAMPECHE,'003,CARMEN,'0265,2,C,0,2,2,,,,,,,,43,24,20,14,6,37,4,47,24,1,10,1,24,,,255,745,,,,,,,,,,,
'040266B0100,'040266B010002,'04,CAMPECHE,'003,CARMEN,'0266,1,B,0,1,2,,,,,,,,22,20,37,10,27,26,48,17,41,2,35,27,21,,,333,619,,,,,,,,,,,
'040266C0100,'040266C010002,'04,CAMPECHE,'003,CARMEN,'0266,1,C,0,1,2,,,,,,,,26,47,35,13,8,38,7,24,29,38,46,37,12,,,360,619,,,,,,,,,,,
'040266C0200,'040266C020002,'04,CAMPECHE,'003,CARMEN,'0266,2,C,0,1,2,,,,,,,,31,19,28,9,36,35,40,47,20,18,30,49,29,,,391,618,,,,,,,,,,,
'040267B0100,'040267B010002,'04,CAMPECHE,'003,CARMEN,'0267,1,B,0,2,2,,,,,,,,12,34,35,7,33,37,40,30,49,22,36,23,3,,,361,720,,,,,,,,,,,
'040267C0100,'040267C010002,'04,CAMPECHE,'003,CARMEN,'0267,1,C,0,2,2,,,,,,,,33,47,43,30,33,30,45,16,33,1,38,40,30,,,419,720,,,,,,,,,,,
'040267C0200,'040267C020002,'04,CAMPECHE,'003,CARMEN,'0267,2,C,0,2,2,,,,,,,,17,32,35,21,10,20,44,29,8,26,15,3,37,,,297,720,,,,,,,,,,,
'040267C0300,'040267C030002,'04,CAMPECHE,'003,CARMEN,'0267,3,C,0,2,2,,,,,,,,20,12,15,42,42,4,39,49,29,40,10,22,41,,,365,720,,,,,,,,,,,
'040267C0400,'040267C040002,'04,CAMPECHE,'003,CARMEN,'0267,4,C,0,2,2,,,,,,,,28,3,26,25,16,26,11,38,14,17,46,31,48,,,329,719,,,,,,,,,,,
'040268B0100,'040268B010002,'04,CAMPECHE,'003,CARMEN,'0268,1,B,0,2,2,,,,,,,,26,32,13,10,21,28,44,22,45,21,38,14,26,,,340,711,,,,,,,,,,,
'040268C0100,'040268C010002,'04,CAMPECHE,'003,CARMEN,'0268,1,C,0,2,2,,,,,,,,16,18,17,27,29,36,26,33,13,22,28,32,43,,,340,711,,,,,,,,,,,
'040268C0200,'040268C020002,'04,CAMPECHE,'003,CARMEN,'0268,2,C,0,2,2,,,,,,,,6,21,33,11,28,26,13,1,34,41,22,36,28,,,300,710,,,,,,,,,,,
'040269B0100,'040269B010002,'04,CAMPECHE,'003,CARMEN,'0269,1,B,0,2,2,,,,,,,,34,35,21,48,38,24,29,44,30,32,46,25,15,,,421,429,,,,,,,,,,,
'040269C0100,'040269C010002,'04,CAMPECHE,'003,CARMEN,'0269,1,C,0,2,2,,,,,,,,47,33,29,15,9,21,21,29,2,32,32,43,6,,,319,428,,,,,,,,,,,
'040270B0100,'040270B010002,'04,CAMPECHE,'003,CARMEN,'0270,1,B,0,2,2,,,,,,,,10,33,43,27,28,39,34,42,33,49,48,42,15,,,443,291,,,,,,,,,,,
'040271B0100,'040271B010002,'04,CAMPECHE,'003,CARMEN,'0271,1,B,0,2,2,,,,,,,,7,7,30,48,8,4,16,34,26,6,17,44,1,,,248,380,,,,,,,,,,,
'040271C0100,'040271C010002,'04,CAMPECHE,'003,CARMEN,'0271,1,C,0,2,2,,,,,,,,34,34,40,15,37,35,41,44,10,35,40,19,23,,,407,379,,,,,,,,,,,
'040272B0100,'040272B010002,'04,CAMPECHE,'003,CARMEN,'0272,1,B,0,2,2,,,,,,,,20,29,45,8,26,9,41,13,45,4,8,28,18,,,294,132,,,,,,,,,,,
'040274B0100,'040274B010002,'04,CAMPECHE,'010,CANDELARIA,'0274,1,B,0,2,2,,,,,,,,47,48,12,36,12,34,21,24,29,22,5,35,41,,,366,549,,,,,,,,,,,
'040274C0100,'040274C010002,'04,CAMPECHE,'010,CANDELARIA,'0274,1,C,0,2,2,,,,,,,,46,44,38,35,37,5,27,35,22,35,8,46,6,,,384,548,,,,,,,,,,,
'040275B0100,'040275B010002,'04,CAMPECHE,'010,CANDELARIA,'0275,1,B,0,2,2,,,,,,,,12,28,49,13,22,14,49,41,2,26,41,46,5,,,348,316,,,,,,,,,,,
'040275E0100,'040275E010002,'04,CAMPECHE,'010,CANDELARIA,'0275,1,E,0,2,2,,,,,,,,8,6,11,2,45,10,5,39,43,27,19,1,46,,,262,246,,,,,,,,,,,
'040276B0100,'040276B010002,'04,CAMPECHE,'010,CANDELARIA,'0276,1,B,0,2,2,,,,,,,,15,4,12,42,23,43,6,27,42,31,30,6,43,,,324,378,,,,,,,,,,,
'040277B0100,'040277B010002,'04,CAMPECHE,'010,CANDELARIA,'0277,1,B,0,2,2,,,,,,,,1,24,23,34,19,14,27,15,24,40,29,30,48,,,328,584,,,,,,,,,,,
'040277C0100,'040277C010002,'04,CAMPECHE,'010,CANDELARIA,'0277,1,C,0,2,2,,,,,,,,12,5,34,27,44,37,7,20,6,38,44,48,41,,,363,584,,,,,,,,,,,
'040277C0200,'040277C020002,'04,CAMPECHE,'010,CANDELARIA,'0277,2,C,0,2,2,,,,,,,,7,38,14,42,37,24,38,43,48,40,13,24,2,,,370,584,,,,,,,,,,,
'040279B0100,'040279B010002,'04,CAMPECHE,'010,CANDELARIA,'0279,1,B,0,1,2,,,,,,,,4,42,40,31,41,2,46,19,43,48,19,26,13,,,374,717,,,,,,,,,,,
'040279C0100,'040279C010002,'04,CAMPECHE,'010,CANDELARIA,'0279,1,C,0,1,2,,,,,,,,10,36,6,41,30,11,47,34,44,32,36,27,34,,,388,716,,,,,,,,,,,
'040279C0200,'040279C020002,'04,CAMPECHE,'010,CANDELARIA,'0279,2,C,0,1,2,,,,,,,,33,42,9,22,36,3,23,13,37,42,35,14,27,,,336,716,,,,,,,,,,,
'040280B0100,'040280B010002,'04,CAMPECHE,'010,CANDELARIA,'0280,1,B,0,1,2,,,,,,,,36,3,24,47,24,7,24,26,2,7,4,48,19,,,271,558,,,,,,,,,,,
'040280C0100,'040280C010002,'04,CAMPECHE,'010,CANDELARIA,'0280,1,C,0,1,2,,,,,,,,41,4,40,3,48,3,40,12,48,12,4,4,30,,,289,558,,,,,,,,,,,
'040280C0200,'040280C020002,'04,CAMPECHE,'010,CANDELARIA,'0280,2,C,0,1,2,,,,,,,,46,18,34,6,27,41,44,10,16,28,44,10,8,,,332,558,,,,,,,,,,,
'040281B0100,'040281B010002,'04,CAMPECHE,'010,CANDELARIA,'0281,1,B,0,2,2,,,,,,,,32,4,46,47,3,20,15,47,10,8,27,9,11,,,279,671,,,,,,,,,,,
'040281C0100,'040281C010002,'04,CAMPECHE,'010,CANDELARIA,'0281,1,C,0,2,2,,,,,,,,9,31,8,48,7,13,37,45,25,19,25,34,27,,,328,670,,,,,,,,,,,
'040282B0100,'040282B010002,'04,CAMPECHE,'010,CANDELARIA,'0282,1,B,0,1,2,,,,,,,,12,17,38,4,22,49,40,13,18,16,5,18,2,,,254,563,,,,,,,,,,,
'040282C0100,'040282C010002,'04,CAMPECHE,'010,CANDELARIA,'0282,1,C,0,1,2,,,,,,,,46,40,13,4,20,29,46,3,5,5,20,22,3,,,256,562,,,,,,,,,,,
'040283B0100,'040283B010002,'04,CAMPECHE,'010,CANDELARIA,'0283,1,B,0,1,2,,,,,,,,24,21,20,30,48,17,27,35,1,35,43,32,27,,,360,706,,,,,,,,,,,
'040283C0100,'040283C010002,'04,CAMPECHE,'010,CANDELARIA,'0283,1,C,0,1,2,,,,,,,,48,30,44,47,13,16,21,43,16,29,44,45,22,,,418,705,,,,,,,,,,,
'040283C0200,'040283C020002,'04,CAMPECHE,'010,CANDELARIA,'0283,2,C,0,1,2,,,,,,,,22,11,4,2,49,16,19,40,32,31,26,43,3,,,298,705,,,,,,,,,,,
'040284B0100,'040284B010002,'04,CAMPECHE,'003,CARMEN,'0284,1,B,0,2,2,,,,,,,,8,16,8,30,2,34,22,23,16,9,26,47,7,,,248,310,,,,,,,,,,,
'040285B0100,'040285B010002,'04,CAMPECHE,'010,CANDELARIA,'0285,1,B,0,2,2,,,,,,,,2,31,7,24,25,38,2,23,7,49,29,39,49,,,325,551,,,,,,,,,,,
'040285E0100,'040285E010002,'04,CAMPECHE,'010,CANDELARIA,'0285,1,E,0,2,2,,,,,,,,19,28,23,48,35,2,34,7,25,1,21,31,20,,,294,279,,,,,,,,,,,
'040286B0100,'040286B010002,'04,CAMPECHE,'010,CANDELARIA,'0286,1,B,0,2,2,,,,,,,,31,19,29,12,1,24,5,12,38,45,14,33,15,,,278,303,,,,,,,,,,,
'040287B0100,'040287B010002,'04,CAMPECHE,'010,CANDELARIA,'0287,1,B,0,2,2,,,,,,,,11,25,36,42,40,20,11,2,28,24,10,18,19,,,286,307,,,,,,,,,,,
'040288B0100,'040288B010002,'04,CAMPECHE,'010,CANDELARIA,'0288,1,B,0,2,2,,,,,,,,39,8,47,28,32,46,37,24,7,26,34,18,4,,,350,416,,,,,,,,,,,
'040289B0100,'040289B010002,'04,CAMPECHE,'010,CANDELARIA,'0289,1,B,0,2,2,,,,,,,,35,27,9,39,45,3,14,15,15,6,4,23,5,,,240,649,,,,,,,,,,,
'040289E0100,'040289E010002,'04,CAMPECHE,'010,CANDELARIA,'0289,1,E,0,2,2,,,,,,,,32,28,21,43,16,19,16,38,40,36,40,15,20,,,364,102,,,,,,,,,,,
'040290B0100,'040290B010002,'04,CAMPECHE,'010,CANDELARIA,'0290,1,B,0,2,2,,,,,,,,35,39,48,23,26,12,10,22,14,13,15,5,22,,,284,136,,,,,,,,,,,
'040291B0100,'040291B010002,'04,CAMPECHE,'010,CANDELARIA,'0291,1,B,0,2,2,,,,,,,,31,18,24,49,35,9,35,20,7,44,25,42,6,,,345,569,,,,,,,,,,,
'040291C0100,'040291C010002,'04,CAMPECHE,'010,CANDELARIA,'0291,1,C,0,2,2,,,,,,,,45,25,25,15,23,12,38,1,24,35,44,18,5,,,310,568,,,,,,,,,,,
'040292B0100,'040292B010002,'04,CAMPECHE,'010,CANDELARIA,'0292,1,B,0,2,2,,,,,,,,20,38,12,11,48,12,5,7,45,23,7,16,45,,,289,605,,,,,,,,,,,
'040293B0100,'040293B010002,'04,CAMPECHE,'010,CANDELARIA,'0293,1,B,0,2,2,,,,,,,,33,46,31,26,30,30,9,36,29,35,15,18,40,,,378,413,,,,,,,,,,,
'040293E0100,'040293E010002,'04,CAMPECHE,'010,CANDELARIA,'0293,1,E,0,2,2,,,,,,,,27,4,23,27,27,10,35,33,17,14,18,15,22,,,272,596,,,,,,,,,,,
'040294B0100,'040294B010002,'04,CAMPECHE,'010,CANDELARIA,'0294,1,B,0,2,2,,,,,,,,3,15,12,22,31,45,6,47,33,30,27,12,36,,,319,174,,,,,,,,,,,
'040295B0100,'040295B010002,'04,CAMPECHE,'010,CANDELARIA,'0295,1,B,0,2,2,,,,,,,,2,7,40,37,25,16,13,26,26,49,27,31,9,,,308,480,,,,,,,,,,,
'040295E0100,'040295E010002,'04,CAMPECHE,'010,CANDELARIA,'0295,1,E,0,2,2,,,,,,,,42,41,24,11,23,34,6,37,26,47,23,41,11,,,366,678,,,,,,,,,,,
'040295E0101,'040295E010102,'04,CAMPECHE,'010,CANDELARIA,'0295,1,E,1,2,2,,,,,,,,9,47,14,10,21,2,13,42,35,37,46,38,5,,,319,678,,,,,,,,,,,
'040296B0100,'040296B010002,'04,CAMPECHE,'010,CANDELARIA,'0296,1,B,0,2,2,,,,,,,,23,21,7,43,37,46,3,7,10,42,3,17,49,,,308,750,,,,,,,,,,,
'040297B0100,'040297B010002,'04,CAMPECHE,'010,CANDELARIA,'0297,1,B,0,2,2,,,,,,,,7,27,9,38,8,46,1,47,45,13,28,26,18,,,313,394,,,,,,,,,,,
'040297C0100,'040297C010002,'04,CAMPECHE,'010,CANDELARIA,'0297,1,C,0,2,2,,,,,,,,24,4,28,29,35,6,49,43,43,7,8,13,16,,,305,394,,,,,,,,,,,
'040298B0100,'040298B010002,'04,CAMPECHE,'010,CANDELARIA,'0298,1,B,0,2,2,,,,,,,,32,30,1,36,29,42,21,14,38,8,21,34,28,,,334,475,,,,,,,,,,,
'040298C0100,'040298C010002,'04,CAMPECHE,'010,CANDELARIA,'0298,1,C,0,2,2,,,,,,,,16,25,49,41,35,46,20,33,5,8,44,23,24,,,369,475,,,,,,,,,,,
'040299B0100,'040299B010002,'04,CAMPECHE,'010,CANDELARIA,'0299,1,B,0,2,2,,,,,,,,12,44,15,48,26,11,1,7,36,47,13,9,28,,,297,551,,,,,,,,,,,
'040299C0100,'040299C010002,'04,CAMPECHE,'010,CANDELARIA,'0299,1,C,0,2,2,,,,,,,,47,8,42,27,20,47,18,29,19,28,30,39,17,,,371,551,,,,,,,,,,,
'040300B0100,'040300B010002,'04,CAMPECHE,'010,CANDELARIA,'0300,1,B,0,2,2,,,,,,,,28,22,47,49,37,8,43,40,1,9,17,32,40,,,373,457,,,,,,,,,,,
'040301B0100,'040301B010002,'04,CAMPECHE,'010,CANDELARIA,'0301,1,B,0,2,2,,,,,,,,40,3,36,46,37,23,31,10,19,13,47,28,4,,,337,601,,,,,,,,,,,
'040301C0100,'040301C010002,'04,CAMPECHE,'010,CANDELARIA,'0301,1,C,0,2,2,,,,,,,,16,15,11,47,35,31,41,44,25,10,8,39,47,,,369,600,,,,,,,,,,,
'040301C0200,'040301C020002,'04,CAMPECHE,'010,CANDELARIA,'0301,2,C,0,2,2,,,,,,,,47,8,5,45,46,30,14,38,33,7,10,7,35,,,325,600,,,,,,,,,,,
'040302B0100,'040302B010002,'04,CAMPECHE,'010,CANDELARIA,'0302,1,B,0,2,2,,,,,,,,8,2,31,43,47,42,35,42,33,43,48,24,13,,,411,304,,,,,,,,,,,
'040303B0100,'040303B010002,'04,CAMPECHE,'004,CHAMPOTON,'0303,1,B,0,1,2,,,,,,,,33,41,8,42,8,14,44,33,26,25,36,3,32,,,345,399,,,,,,,,,,,
'040303C0100,'040303C010002,'04,CAMPECHE,'004,CHAMPOTON,'0303,1,C,0,1,2,,,,,,,,26,45,19,34,11,40,39,20,49,10,42,13,22,,,370,398,,,,,,,,,,,
'040304B0100,'040304B010002,'04,CAMPECHE,'004,CHAMPOTON,'0304,1,B,0,1,2,,,,,,,,49,24,38,36,23,27,45,6,20,7,17,44,42,,,378,382,,,,,,,,,,,
'040304C0100,'040304C010002,'04,CAMPECHE,'004,CHAMPOTON,'0304,1,C,0,1,2,,,,,,,,12,13,49,1,40,13,25,19,38,31,32,18,47,,,338,381,,,,,,,,,,,
'040305B0100,'040305B010002,'04,CAMPECHE,'004,CHAMPOTON,'0305,1,B,0,1,2,,,,,,,,21,37,13,24,17,6,10,11,17,40,21,17,34,,,268,585,,,,,,,,,,,
'040305C0100,'040305C010002,'04,CAMPECHE,'004,CHAMPOTON,'0305,1,C,0,1,2,,,,,,,,43,15,10,28,21,22,25,37,5,49,37,38,5,,,335,585,,,,,,,,,,,
'040306B0100,'040306B010002,'04,CAMPECHE,'004,CHAMPOTON,'0306,1,B,0,1,2,,,,,,,,40,16,46,49,23,9,44,37,49,34,30,36,22,,,435,508,,,,,,,,,,,
'040306C0100,'040306C010002,'04,CAMPECHE,'004,CHAMPOTON,'0306,1,C,0,1,2,,,,,,,,8,31,17,45,3,36,12,43,36,40,4,18,14,,,307,508,,,,,,,,,,,
'040306C0200,'040306C020002,'04,CAMPECHE,'004,CHAMPOTON,'0306,2,C,0,1,2,,,,,,,,22,15,22,42,10,8,30,45,37,14,42,3,23,,,313,507,,,,,,,,,,,
'040307B0100,'040307B010002,'04,CAMPECHE,'004,CHAMPOTON,'0307,1,B,0,1,2,,,,,,,,9,34,38,45,33,44,38,10,24,34,45,44,29,,,427,421,,,,,,,,,,,
'040307C0100,'040307C010002,'04,CAMPECHE,'004,CHAMPOTON,'0307,1,C,0,1,2,,,,,,,,17,2,42,20,40,25,8,33,38,36,28,9,31,,,329,421,,,,,,,,,,,
'040308B0100,'040308B010002,'04,CAMPECHE,'004,CHAMPOTON,'0308,1,B,0,1,2,,,,,,,,29,22,47,10,17,38,25,15,43,28,38,38,39,,,389,451,,,,,,,,,,,
'040308S0100,'040308S010002,'04,CAMPECHE,'004,CHAMPOTON,'0308,1,S,0,1,2,,,,,,,,37,19,37,23,4,44,44,27,45,43,3,11,48,,,385,0,,,,,,,,,,,
'040309B0100,'040309B010002,'04,CAMPECHE,'004,CHAMPOTON,'0309,1,B,0,1,2,,,,,,,,24,40,18,10,6,17,5,12,35,49,31,42,42,,,331,630,,,,,,,,,,,
'040310B0100,'040310B010002,'04,CAMPECHE,'004,CHAMPOTON,'0310,1,B,0,1,2,,,,,,,,46,17,48,30,10,3,13,9,19,14,31,41,25,,,306,454,,,,,,,,,,,
'040310C0100,'040310C010002,'04,CAMPECHE,'004,CHAMPOTON,'0310,1,C,0,1,2,,,,,,,,32,30,23,2,27,30,45,18,8,45,22,12,14,,,308,454,,,,,,,,,,,
'040311B0100,'040311B010002,'04,CAMPECHE,'004,CHAMPOTON,'0311,1,B,0,1,2,,,,,,,,44,49,43,11,17,32,18,11,3,27,22,41,15,,,333,692,,,,,,,,,,,
'040312B0100,'040312B010002,'04,CAMPECHE,'004,CHAMPOTON,'0312,1,B,0,1,2,,,,,,,,9,4,30,45,32,22,35,15,40,43,20,32,8,,,335,703,,,,,,,,,,,
'040312C0100,'040312C010002,'04,CAMPECHE,'004,CHAMPOTON,'0312,1,C,0,1,2,,,,,,,,27,23,5,31,44,31,29,37,20,41,48,24,3,,,363,703,,,,,,,,,,,
'040312C0200,'040312C020002,'04,CAMPECHE,'004,CHAMPOTON,'0312,2,C,0,1,2,,,,,,,,44,22,48,5,45,20,22,2,13,31,23,10,40,,,325,703,,,,,,,,,,,
'040313B0100,'040313B010002,'04,CAMPECHE,'004,CHAMPOTON,'0313,1,B,0,1,2,,,,,,,,44,11,43,13,17,5,29,21,33,29,14,20,4,,,283,699,,,,,,,,,,,
'040313C0100,'040313C010002,'04,CAMPECHE,'004,CHAMPOTON,'0313,1,C,0,1,2,,,,,,,,30,43,30,14,6,49,14,31,36,19,15,40,23,,,350,699,,,,,,,,,,,
'040314B0100,'040314B010002,'04,CAMPECHE,'004,CHAMPOTON,'0314,1,B,0,1,2,,,,,,,,40,7,4,37,31,36,11,29,47,20,38,24,16,,,340,547,,,,,,,,,,,
'040314C0100,'040314C010002,'04,CAMPECHE,'004,CHAMPOTON,'0314,1,C,0,1,2,,,,,,,,45,12,35,14,15,35,36,2,49,9,8,27,16,,,303,546,,,,,,,,,,,
'040315B0100,'040315B010002,'04,CAMPECHE,'004,CHAMPOTON,'0315,1,B,0,1,2,,,,,,,,39,23,21,22,38,22,20,29,20,23,13,40,27,,,337,688,,,,,,,,,,,
'040315C0100,'040315C010002,'04,CAMPECHE,'004,CHAMPOTON,'0315,1,C,0,1,2,,,,,,,,23,22,25,19,1,37,21,37,5,38,32,45,17,,,322,688,,,,,,,,,,,
'040316B0100,'040316B010002,'04,CAMPECHE,'004,CHAMPOTON,'0316,1,B,0,1,2,,,,,,,,48,26,11,9,18,9,19,27,39,24,15,19,21,,,285,550,,,,,,,,,,,
'040316C0100,'040316C010002,'04,CAMPECHE,'004,CHAMPOTON,'0316,1,C,0,1,2,,,,,,,,7,5,28,47,25,19,40,24,47,42,17,30,38,,,369,550,,,,,,,,,,,
'040316C0200,'040316C020002,'04,CAMPECHE,'004,CHAMPOTON,'0316,2,C,0,1,2,,,,,,,,48,48,9,33,20,10,45,34,43,43,8,45,15,,,401,550,,,,,,,,,,,
'040317B0100,'040317B010002,'04,CAMPECHE,'004,CHAMPOTON,'0317,1,B,0,1,2,,,,,,,,4,13,38,32,2,47,19,10,29,25,29,37,14,,,299,565,,,,,,,,,,,
'040317C0100,'040317C010002,'04,CAMPECHE,'004,CHAMPOTON,'0317,1,C,0,1,2,,,,,,,,26,15,13,6,35,21,4,28,16,9,20,46,21,,,260,564,,,,,,,,,,,
'040317C0200,'040317C020002,'04,CAMPECHE,'004,CHAMPOTON,'0317,2,C,0,1,2,,,,,,,,17,2,13,26,10,11,22,34,16,16,47,3,3,,,220,564,,,,,,,,,,,
'040317C0300,'040317C030002,'04,CAMPECHE,'004,CHAMPOTON,'0317,3,C,0,1,2,,,,,,,,32,18,3,16,31,42,21,47,19,3,22,13,30,,,297,564,,,,,,,,,,,
'040318B0100,'040318B010002,'04,CAMPECHE,'004,CHAMPOTON,'0318,1,B,0,1,2,,,,,,,,11,1,41,6,11,43,45,12,35,28,27,15,41,,,316,559,,,,,,,,,,,
'040318C0100,'040318C010002,'04,CAMPECHE,'004,CHAMPOTON,'0318,1,C,0,1,2,,,,,,,,32,42,17,46,15,18,25,11,17,30,38,34,41,,,366,559,,,,,,,,,,,
'040318C0200,'040318C020002,'04,CAMPECHE,'004,CHAMPOTON,'0318,2,C,0,1,2,,,,,,,,7,37,21,11,43,42,35,22,10,40,17,41,47,,,373,558,,,,,,,,,,,
'040319B0100,'040319B010002,'04,CAMPECHE,'004,CHAMPOTON,'0319,1,B,0,2,2,,,,,,,,15,48,33,36,25,26,7,34,43,2,45,22,5,,,341,719,,,,,,,,,,,
'040319C0100,'040319C010002,'04,CAMPECHE,'004,CHAMPOTON,'0319,1,C,0,2,2,,,,,,,,22,28,49,46,9,30,49,23,11,42,29,45,46,,,429,719,,,,,,,,,,,
'040319C0200,'040319C020002,'04,CAMPECHE,'004,CHAMPOTON,'0319,2,C,0,2,2,,,,,,,,19,10,44,2,46,1,21,8,39,30,30,46,42,,,338,719,,,,,,,,,,,
'040319C0300,'040319C030002,'04,CAMPECHE,'004,CHAMPOTON,'0319,3,C,0,2,2,,,,,,,,41,3,36,29,23,36,24,12,23,5,28,33,36,,,329,718,,,,,,,,,,,
'040319C0400,'040319C040002,'04,CAMPECHE,'004,CHAMPOTON,'0319,4,C,0,2,2,,,,,,,,14,14,7,7,36,7,14,48,34,18,31,46,23,,,299,718,,,,,,,,,,,
'040319C0500,'040319C050002,'04,CAMPECHE,'004,CHAMPOTON,'0319,5,C,0,2,2,,,,,,,,15,18,41,22,31,34,17,48,24,15,26,18,1,,,310,718,,,,,,,,,,,
'040319C0600,'040319C060002,'04,CAMPECHE,'004,CHAMPOTON,'0319,6,C,0,2,2,,,,,,,,49,3,21,45,19,44,49,28,21,32,9,28,23,,,371,718,,,,,,,,,,,
'040319C0700,'040319C070002,'04,CAMPECHE,'004,CHAMPOTON,'0319,7,C,0,2,2,,,,,,,,15,12,17,25,2,8,21,8,33,49,40,5,39,,,274,718,,,,,,,,,,,
'040319E0100,'040319E010002,'04,CAMPECHE,'004,CHAMPOTON,'0319,1,E,0,2,2,,,,,,,,3,6,32,15,9,4,45,11,7,12,5,30,41,,,220,467,,,,,,,,,,,
'040320B0100,'040320B010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0320,1,B,0,2,2,,,,,,,,18,10,32,32,32,8,45,25,25,39,11,30,48,,,355,587,,,,,,,,,,,
'040320C0100,'040320C010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0320,1,C,0,2,2,,,,,,,,3,4,42,30,6,49,15,38,22,48,47,26,43,,,373,587,,,,,,,,,,,
'040320C0200,'040320C020002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0320,2,C,0,2,2,,,,,,,,29,26,33,48,4,29,28,31,39,3,18,29,14,,,331,587,,,,,,,,,,,
